"January 24th, 2022","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"15th","182","466","Hazrat Bilal","030-333-3333","Manitoba","Hazrat Bilal","","","2","0","timergara","880","","Pending","","14-12-2021","400","bilal@yopmail.com"
"15th","184","464","Muhammad Younas","123-456-7890","Winnipeg","Hazrat Bilal","","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","440","","Pending","","14-12-2021","400","younas@netraclos.com"
"December 14th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"14th","186","462","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Done","","13-12-2021","1399","younas@netraclos.com"
"14th","187","461","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","539","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","13-12-2021","1399","younas@netraclos.com"
"14th","188","460","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Done","","13-12-2021","1399","younas@netraclos.com"
"14th","189","459","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","539","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","13-12-2021","1399","younas@netraclos.com"
"December 13th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"13th","190","458","Muhammad Younas","123-456-7890","Winnipeg","Testing By Bilal","Double, ","","2","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1426","","Pending","","12-12-2021","432","younas@netraclos.com"
"","","","","","","Testing By Bilal","Single, ","","1","","","","","","","","432",""
"December 10th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"10th","191","457","Muhammad Younas","123-456-7890","Winnipeg","Bed R","","","1","440","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","440","","Pending","","09-12-2021","400","younas@netraclos.com"
"10th","194","454","Muhammad Younas","123-456-7890","Winnipeg","Bed R","","","1","440","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","440","","Pending","","09-12-2021","400","younas@netraclos.com"
"10th","197","451","Muhammad Younas","123-456-7890","Winnipeg","Harmony Lux Tight Top Firm-diamond Series","Queen, ","","1","1759","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1759","","Pending","","09-12-2021","1599","younas@netraclos.com"
"10th","198","450","Muhammad Younas","123-456-7890","Winnipeg","Harmony Lux Tight Top Firm-diamond Series","Single, ","","1","1539","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","09-12-2021","1399","younas@netraclos.com"
"10th","201","447","Muhammad Younas","123-456-7890","Winnipeg","Harmony Lux Tight Top Firm-diamond Series","Single, ","","1","1539","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","09-12-2021","1399","younas@netraclos.com"
"10th","202","446","Muhammad Younas","123-456-7890","Winnipeg","Starry Night Plush","Single, ","","1","1979","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1979","","Pending","","09-12-2021","1799","younas@netraclos.com"
"December 9th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"9th","218","424","Muhammad Younas","123-456-7890","Winnipeg","Starry Night Plush","Single, ","","2","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","3958","","Done","","08-12-2021","1799","younas@netraclos.com"
"9th","219","423","Muhammad Younas","123-456-7890","Winnipeg","Black Shannon Med Firm-black Series","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","2309","","Pending","","08-12-2021","2099","younas@netraclos.com"
"9th","220","421","Muhammad Younas","123-456-7890","Winnipeg","Black Hayward Plush-black Series","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","2309","","Pending","","08-12-2021","2099","younas@netraclos.com"
"9th","221","420","Muhammad Younas","123-456-7890","Winnipeg","Crown Series","Single, ","","1","269","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","659","","Pending","","08-12-2021","599","younas@netraclos.com"
"9th","222","419","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","223","418","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","539","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","224","417","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","225","416","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","226","415","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","227","414","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","228","413","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","229","412","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","230","411","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","233","408","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","234","407","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","235","406","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","340","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","236","405","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","248","393","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"9th","249","392","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","289","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","250","391","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","339","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","251","390","Hazrat Bilal","030-333-3333","lahore","Bedsheet","Single, ","","1","0","timergara","35","","Pending","","31-12-1969","35","bilal@yopmail.com"
"9th","253","388","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Pending","","31-12-1969","599","bilal@yopmail.com"
"9th","254","387","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","739","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","255","386","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"9th","259","382","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","08-12-2021","1399","younas@netraclos.com"
"December 8th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"8th","265","376","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Done","","07-12-2021","1399","younas@netraclos.com"
"8th","266","375","Muhammad Younas","123-456-7890","Winnipeg","Crown Series","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","659","","Done","","07-12-2021","599","younas@netraclos.com"
"8th","267","374","Muhammad Younas","123-456-7890","Winnipeg","Crown Series","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","714","","Done","","07-12-2021","599","younas@netraclos.com"
"8th","268","373","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Done","","07-12-2021","1399","younas@netraclos.com"
"8th","269","372","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","270","371","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","271","370","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","272","369","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","1539","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","273","368","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","274","367","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","275","366","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","276","365","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","277","364","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","2","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","3078","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","278","363","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Done","","07-12-2021","1399","younas@netraclos.com"
"8th","279","362","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Done","","07-12-2021","1399","younas@netraclos.com"
"8th","280","361","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","281","360","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","939","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1539","","Pending","","07-12-2021","1399","younas@netraclos.com"
"8th","282","359","Muhammad Younas","123-456-7890","Winnipeg","Cf 1000","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1594","","Done","","16-12-2021","1399","younas@netraclos.com"
"December 6th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"6th","283","358","Muhammad Younas","123-456-7890","Winnipeg","Orthopedic Classic","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","219","","Processed","","06-12-2021","199","younas@netraclos.com"
"December 4th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"4th","284","357","Muhammad Younas","123-456-7890","Winnipeg","Cf 2000","Single, ","","1","1259","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","1759","","Pending","","10-12-2021","1599","younas@netraclos.com"
"4th","285","356","Muhammad Younas","123-456-7890","Winnipeg","Emperor Dream Black","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","527","","Pending","","02-12-2021","479","younas@netraclos.com"
"4th","286","355","Muhammad Younas","123-456-7890","Winnipeg","Emperor Dream Black","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","527","","Pending","","02-12-2021","479","younas@netraclos.com"
"4th","287","354","Muhammad Younas","123-456-7890","Winnipeg","Emperor Dream Black","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","527","","Pending","","02-12-2021","479","younas@netraclos.com"
"4th","288","353","Muhammad Younas","123-456-7890","Winnipeg","Emperor Dream Black","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","527","","Pending","","02-12-2021","479","younas@netraclos.com"
"4th","289","352","Muhammad Younas","123-456-7890","Winnipeg","Emperor Dream Black","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","527","","Pending","","02-12-2021","479","younas@netraclos.com"
"December 3rd, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"3rd","290","351","Muhammad Younas","123-456-7890","Winnipeg","Orthopedic Classic","Single, ","","1","0","2427 Mountain Ave, Winnipeg, MB R2X 3A1, Canada","219","","Pending","","09-12-2021","199","younas@netraclos.com"
"3rd","291","350","Hazrat Bilal","030-333-3333","lahore","Bedsheet","Single, ","","1","0","timergara","35","","Denied","","31-12-1969","35","bilal@yopmail.com"
"3rd","292","349","Hazrat Bilal","030-333-3333","lahore","Bedsheet","Single, ","","1","0","timergara","35","","Denied","","31-12-1969","35","bilal@yopmail.com"
"3rd","293","348","Hazrat Bilal","030-333-3333","lahore","Bedsheet","Single, ","","1","0","timergara","35","","Denied","","31-12-1969","35","bilal@yopmail.com"
"3rd","294","347","Hazrat Bilal","030-333-3333","lahore","Bedsheet","Single, ","","1","0","timergara","35","","Denied","","31-12-1969","35","bilal@yopmail.com"
"3rd","295","346","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","296","345","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","297","344","Hazrat Bilal","030-333-3333","lahore","Valencia Bedroom Set 6pc","Queen, ","","1","0","timergara","2800","","Denied","","31-12-1969","2800","bilal@yopmail.com"
"3rd","298","343","Hazrat Bilal","030-333-3333","lahore","Valencia Bedroom Set 6pc","Queen, ","","1","0","timergara","2800","","Denied","","31-12-1969","2800","bilal@yopmail.com"
"3rd","299","342","Hazrat Bilal","030-333-3333","lahore","Valencia Bedroom Set 6pc","Queen, ","","1","0","timergara","2800","","Denied","","31-12-1969","2800","bilal@yopmail.com"
"3rd","300","341","Hazrat Bilal","030-333-3333","lahore","Valencia Bedroom Set 6pc","Queen, ","","1","0","timergara","2800","","Denied","","31-12-1969","2800","bilal@yopmail.com"
"3rd","301","340","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","302","339","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","303","338","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","304","337","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","305","336","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","306","335","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","307","334","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"3rd","315","326","Hazrat Bilal","030-333-3333","lahore","Bedsheet","Single, ","","1","0","timergara","35","","Denied","","31-12-1969","35","bilal@yopmail.com"
"3rd","316","325","Hazrat Bilal","030-333-3333","lahore","Bedsheet","Single, ","","1","0","timergara","35","","Denied","","31-12-1969","35","bilal@yopmail.com"
"3rd","317","324","Hazrat Bilal","030-333-3333","lahore","Crown Series","Single, ","","1","0","timergara","599","","Denied","","31-12-1969","599","bilal@yopmail.com"
"December 2nd, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"2nd","318","323","Hazrat Bilal","030-333-3333","lahore","Orthopedic Classic","Single, ","","2","0","timergara","398","","Denied","","31-12-1969","199","bilal@yopmail.com"
"2nd","319","322","Kashif Rajput","647-784-0724","Mississauga","Dream Classic","Double, ","","2","0","1945 Dundas St E, Mississauga, ON L4X 2T8, Canada","730","","Pending","","30-11-2021","399","Kashifrajput89@gmail.com"
"","","","","","","Mattress Protector Regular","Double, ","","2","","","","","","","","40",""
"2nd","320","321","Mohammed Taher / Wala Khalaf","519-990-4847","Toronto","Beachrest","King, ","","1","0","93 Hertle Ave, Toronto, ON M4L 2T3","380","","Pending","","02-12-2021","399","Mo@forddowntown.ca"
"2nd","321","320","Hanisha Hanisha","416-302-5368","Mississauga","Beachrest","Queen, ","","1","0","7716 Wildfern Dr, Mississauga, ON L4T3P9","370","","Pending","","10-12-2021","299","hanishaplaha25121993@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"2nd","322","319","Lynne Russell","289-828-4983","Burlington","Spring Free","Double, ","","1","0","2121 winding way, Burlington L7M2X7","399","","Pending","","02-12-2021","409","lynnerussell5151@gmail.com"
"December 1st, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"1st","323","318","Mithun vembrakatt Viswanathan","714-949-8240","Toronto","Beachrest","Queen, ","","1","0","7 Safari St, Scarborough, ON M1K 3R1, Canada","300","","Pending","","30-11-2021","299","nithyam.prabhu@gmail.com"
"","","","","","","Jumbo Pillows","","","3","","","","","","","","15",""
"1st","324","317","Robson Siakam","647-513-3876","Mississauga","Dream Classic","Queen, ","","1","0","6550 Glen Erin Dr, Mississauga, ON L5N 3S1, Canada","510","","Pending","","30-11-2021","439","Florian222robson@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"1st","325","316","Umme Huran","226-975-4927","Toronto","Beachrest","King, ","","1","0","9 Crescent Pl, East York, ON M4C 5L8, Canada","379","","Pending","","01-01-2022","399","ummehuran1996@gmail.com"
"1st","326","315","Mariam Agha","416-871-3634","Milton","Beachrest","Single, ","","1","0","1154 Durno Ct, Milton, ON L9T 7T1, Canada","170","","Pending","","05-12-2021","189","mariam_a06@hotmail.com"
"1st","327","314","Ahsan Khan","647-272-0813","Mississauga","Emperor Dream Black","Queen, ","","1","0","1945 Dundas St E, Mississauga, ON L4X 2T8, Canada","450","PICKUP DONE","Pending","","30-11-2021","649","sc.ahsan.khan@gmail.com"
"1st","328","313","Charanjit singh","705-280-7743","woodstock","Alice +","Queen, ","","2","0","854 spring ave","950","","Pending","","03-12-2021","449","Charanjitsingh@swaiauto.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","2","","","","","","","","120",""
"1st","329","312","Prayas Prayas","647-562-2493","Brampton","Beachrest","Queen, ","","1","0","3 Robitaille Dr, Brampton, ON L6R 0G3, Canada","250","","Pending","","29-11-2021","299","Prayas_malhotra@yahoo.com"
"1st","330","311","Nazia Sultana","647-686-4875","Toronto","Beachrest","Queen, ","","1","0","30 Charles St W, Toronto, ON M4Y 1R5, Canada","299","","Pending","","03-12-2021","299","nazia087@gmail.com"
"1st","331","310","Rashi Rashi","647-717-8232","Pickering","Bamboo Foam (new Anna Plus)","Single, ","","1","0","951 Redbird Crescent, Pickering, ON L1V 5K6, Canada","499","","Pending","","15-12-2021","249","hejhewgfhgrjh@gmail.com"
"","","","","","","Dream Classic","Single, ","","1","","","","","","","","299",""
"1st","332","309","Brad Brad","416-315-8673","Toronto","Alice +","Queen, ","","1","0","73 A Wales Ave, Toronto, ON M5T 1J3, Canada","400","","Pending","","29-11-2021","449","brad_resvick@outlook.com"
"1st","333","308","Soibifa Gaibo","613-407-2817","Kitchener","Posture Care","Double, ","","1","0","220B Ira Needles Blvd, Kitchener, ON N2N 0C6, Canada","310","","Pending","","04-12-2021","329","motokegeorge@gmail.com"
"1st","334","307","Girish pokharel","226-503-3731","London","Beachrest","Single, ","","1","0","425 Central Ave, London, ON N6B 2E4, Canada","289","","Pending","","04-12-2021","189","girishpokharel10@gmail.com"
"","","","","","","Metal Frame","Single, ","","1","","","","","","","","95",""
"November 30th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"30th","335","306","Romelyn Laygo","647-780-4916","Toronto","Posture Care","Single, ","","1","0","1817 Victoria Park Ave, Scarborough, ON M1R 1T3, Canada","200","","Pending","","03-12-2021","259","romelyn.laygo@yahoo.com"
"30th","336","305","Natasha Gordon","647-999-8378","Toronto","Aloe Vera (8inch)","Double, ","","1","0","43 Park St, Scarborough, ON M1N 2N4, Canada","400","","Pending","","01-12-2021","319","allinatasha@gmail.com"
"","","","","","","Boxspring (with Mattress)","Double, ","","1","","","","","","","","100",""
"30th","337","304","Sajia Sajia","647-746-8532","Bradford West Gwillimbury","Alice","Queen, ","","1","0","7 Langford Blvd., Bradford West Gwillimbury, ON L3Z 0C5, Canada","320","","Pending","","01-12-2021","359","Sajseyar@gmail.com"
"30th","338","303","Mufaddal Motiwala","647-771-2152","Brampton","Beachrest","Double, ","","1","0","56 Cedar Lake Crescent, Brampton, ON L6Y 6B7, Canada","220","","Pending","","01-12-2021","269","mqmotiwala@gmail.com"
"30th","339","302","Queenie Mckenzie","416-357-6203","Toronto","Beachrest","Single, ","","1","0","1050 Markham Rd, Scarborough, ON M1H 2Y5, Canada","180","","Pending","","01-12-2021","189","Q.ella@hotmail.com"
"30th","340","301","Jimmy Jimmy","416-732-4324","Brampton","Alice +","Queen, ","","2","780","89 Moffatt Ave, Brampton, ON L6Y 4K9, Canada","830","","Pending","","01-12-2021","449","kshitijbier@gmail.com"
"","","","","","","Mattress Protector Copper Infused","Queen, ","","2","","","","","","","","50",""
"30th","341","300","Gino George","647-809-3652","Cambridge","Dream Classic","King, ","","1","0","176 Wheatland Dr, Cambridge, ON N1P 1E2, Canada","600","","Pending","","30-11-2021","629","ginogeorge1991@gmail.com"
"30th","342","299","Abhey Abhey","437-883-2777","St. Catharines","Spring Free","Queen, ","","2","0","2 Glencoe Ln, St. Catharines, ON L2M, Canada","760","","Pending","","30-11-2021","439","Abhey.lalit@gmail.com"
"30th","343","298","Darwin ortiz","289-681-3004","Brantford","Beachrest","Queen, ","","1","0","422 Blackburn Dr, Brantford, ON N3T 5L5, Canada","279","","Pending","","30-11-2021","299","Darwin@gmail.com"
"30th","344","297","Junior Fleming","647-638-5643","Toronto","Beachrest","King, ","","1","0","60 Ardwick Blvd, North York, ON M9M 1W1, Canada","350","","Pending","","30-11-2021","399","juniorfleming3@gmail.com"
"30th","345","296","Julie Ann","647-512-2143","North york","Dream Classic","Queen, ","","1","0","1520 Lawrence ave West North york ontario M6L 1B6","399","","Pending","","30-11-2021","439","julieann.tabalan@hotmail.com"
"30th","346","295","Viddhi chitroda","437-779-3344","Toronto","Bamboo Foam (new Anna Plus)","Queen, ","","1","0","11 Mid Pines Rd, Scarborough, ON M1G 2L5, Canada","300","","Pending","","29-11-2021","349","citroda.viddhi@gmail.com"
"30th","347","294","Chandni Chandni","226-886-4204","Brampton","Bamboo Foam (new Anna Plus)","Single, ","","1","0","8 Yardmaster Dr, Brampton, ON L7A 0B5, Canada","295","","Pending","","30-11-2021","249","chanddni.mamgain10@gmail.com"
"","","","","","","Boxspring (with Mattress)","Single, ","","1","","","","","","","","90",""
"30th","348","293","al soleil","416-566-0965","Mississauga","Bamboo Foam (new Anna Plus)","Queen, ","","2","0","1945 Dundas St E, Mississauga, ON L4X 2T8, Canada","550","","Pending","","29-11-2021","349","abcdef22@gmail.com"
